_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,orig__id,check_one_gold,check_one_gold_reason,posted_document,query,this_document_is_gold,username
1551393185,1/18/2018 11:00:37,false,3278328468,,1/18/2018 10:59:53,false,clixsense,0.8571,31988217,GBR,U8,Edinburgh,86.184.145.128,valid,,ObjectId(5a2a5e23e007d23be0ebdcbd),,,"Barbados island is one of the more populous and prosperous Caribbean islands.Barbados is located at 13.4 degrees North and 54.4 degrees West, and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of Windward Island and the Caribbean Sea . Political, economic and social stability have given Barbados a relatively high standard of living.Barbados  known for its special geology, beaches and cricket - its national sport - the former British colony has a dual heritage: English - evident in its stone-built Anglican churches and Saturday race meetings - and African, reflected in its music and dance.Barbados island was in the past heavily dependent on the export of sugar as its main revenue earner, but in recent decades the economy has diversified into tourism and finance. It also has offshore reserves of oil and natural gas.",barbados,,XRN1VX
1551393185,1/18/2018 11:16:47,false,3278386923,,1/18/2018 11:14:40,false,prodege,1.0,38198526,USA,WA,Issaquah,71.231.189.51,valid,,ObjectId(5a2a5e23e007d23be0ebdcbd),,,"Barbados island is one of the more populous and prosperous Caribbean islands.Barbados is located at 13.4 degrees North and 54.4 degrees West, and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of Windward Island and the Caribbean Sea . Political, economic and social stability have given Barbados a relatively high standard of living.Barbados  known for its special geology, beaches and cricket - its national sport - the former British colony has a dual heritage: English - evident in its stone-built Anglican churches and Saturday race meetings - and African, reflected in its music and dance.Barbados island was in the past heavily dependent on the export of sugar as its main revenue earner, but in recent decades the economy has diversified into tourism and finance. It also has offshore reserves of oil and natural gas.",barbados,,XRN1VX
1551393185,1/18/2018 11:22:08,false,3278408874,,1/18/2018 11:21:13,false,elite,0.8571,44149231,USA,NY,New York,198.211.113.243,valid,,ObjectId(5a2a5e23e007d23be0ebdcbd),,,"Barbados island is one of the more populous and prosperous Caribbean islands.Barbados is located at 13.4 degrees North and 54.4 degrees West, and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of Windward Island and the Caribbean Sea . Political, economic and social stability have given Barbados a relatively high standard of living.Barbados  known for its special geology, beaches and cricket - its national sport - the former British colony has a dual heritage: English - evident in its stone-built Anglican churches and Saturday race meetings - and African, reflected in its music and dance.Barbados island was in the past heavily dependent on the export of sugar as its main revenue earner, but in recent decades the economy has diversified into tourism and finance. It also has offshore reserves of oil and natural gas.",barbados,,XRN1VX
1551393185,1/18/2018 11:24:16,false,3278418406,,1/18/2018 11:16:33,false,clixsense,1.0,21875134,GBR,N1,Uttoxeter,31.185.189.193,valid,,ObjectId(5a2a5e23e007d23be0ebdcbd),,,"Barbados island is one of the more populous and prosperous Caribbean islands.Barbados is located at 13.4 degrees North and 54.4 degrees West, and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of Windward Island and the Caribbean Sea . Political, economic and social stability have given Barbados a relatively high standard of living.Barbados  known for its special geology, beaches and cricket - its national sport - the former British colony has a dual heritage: English - evident in its stone-built Anglican churches and Saturday race meetings - and African, reflected in its music and dance.Barbados island was in the past heavily dependent on the export of sugar as its main revenue earner, but in recent decades the economy has diversified into tourism and finance. It also has offshore reserves of oil and natural gas.",barbados,,XRN1VX
1551393185,1/18/2018 11:34:17,false,3278452801,,1/18/2018 11:23:08,false,bitcoinget,1.0,44010628,USA,NY,New York,67.205.140.233,keywordstuffed,,ObjectId(5a2a5e23e007d23be0ebdcbd),,,"Barbados island is one of the more populous and prosperous Caribbean islands.Barbados is located at 13.4 degrees North and 54.4 degrees West, and is situated in the western area of the North Atlantic Ocean and 100 kilometers east of Windward Island and the Caribbean Sea . Political, economic and social stability have given Barbados a relatively high standard of living.Barbados  known for its special geology, beaches and cricket - its national sport - the former British colony has a dual heritage: English - evident in its stone-built Anglican churches and Saturday race meetings - and African, reflected in its music and dance.Barbados island was in the past heavily dependent on the export of sugar as its main revenue earner, but in recent decades the economy has diversified into tourism and finance. It also has offshore reserves of oil and natural gas.",barbados,,XRN1VX
1551393186,1/18/2018 09:48:01,false,3278086366,,1/18/2018 09:47:07,false,wannads,1.0,44176319,USA,FL,Hollywood,73.46.78.96,valid,,ObjectId(5a2a5e23e007d23be0ebdcbf),,,"GPS which stands for Global Positioning system is a satellite based navigation. GPS receivers are used for data collection and integration in GIS (Geographic Information System). The technology behind GPS based on satellites which broadcasts microwaves signals to the receivers on earth. GPS quality is measured by it precision and accuracy. we conducted a competition in order to compare few GPS receivers of 5 systems- Trimble ProxXR, two versions of Trimble GeoXT, Trimble GeoExploror and HP/Pharos receiver. We wanted to check which system is the must accurate and the GeoXT won it with impressive performanceof sub meter accuracy.",gps,,3EQ02Q
1551393186,1/18/2018 10:06:40,false,3278142599,,1/18/2018 10:05:34,false,bitcoinget,0.8571,44040157,USA,NY,New York,162.243.41.168,valid,,ObjectId(5a2a5e23e007d23be0ebdcbf),,,"GPS which stands for Global Positioning system is a satellite based navigation. GPS receivers are used for data collection and integration in GIS (Geographic Information System). The technology behind GPS based on satellites which broadcasts microwaves signals to the receivers on earth. GPS quality is measured by it precision and accuracy. we conducted a competition in order to compare few GPS receivers of 5 systems- Trimble ProxXR, two versions of Trimble GeoXT, Trimble GeoExploror and HP/Pharos receiver. We wanted to check which system is the must accurate and the GeoXT won it with impressive performanceof sub meter accuracy.",gps,,3EQ02Q
1551393186,1/18/2018 10:08:14,false,3278147543,,1/18/2018 10:06:54,false,elite,0.8571,29768955,GBR,H2,Lancaster,81.157.144.188,valid,,ObjectId(5a2a5e23e007d23be0ebdcbf),,,"GPS which stands for Global Positioning system is a satellite based navigation. GPS receivers are used for data collection and integration in GIS (Geographic Information System). The technology behind GPS based on satellites which broadcasts microwaves signals to the receivers on earth. GPS quality is measured by it precision and accuracy. we conducted a competition in order to compare few GPS receivers of 5 systems- Trimble ProxXR, two versions of Trimble GeoXT, Trimble GeoExploror and HP/Pharos receiver. We wanted to check which system is the must accurate and the GeoXT won it with impressive performanceof sub meter accuracy.",gps,,3EQ02Q
1551393186,1/18/2018 10:08:18,false,3278147902,,1/18/2018 10:06:27,false,gifthunterclub,1.0,39557143,USA,VA,Manassas,207.244.90.66,keywordstuffed,,ObjectId(5a2a5e23e007d23be0ebdcbf),,,"GPS which stands for Global Positioning system is a satellite based navigation. GPS receivers are used for data collection and integration in GIS (Geographic Information System). The technology behind GPS based on satellites which broadcasts microwaves signals to the receivers on earth. GPS quality is measured by it precision and accuracy. we conducted a competition in order to compare few GPS receivers of 5 systems- Trimble ProxXR, two versions of Trimble GeoXT, Trimble GeoExploror and HP/Pharos receiver. We wanted to check which system is the must accurate and the GeoXT won it with impressive performanceof sub meter accuracy.",gps,,3EQ02Q
1551393186,1/18/2018 10:13:02,false,3278162602,,1/18/2018 10:11:54,false,elite,1.0,44212408,USA,NY,New York,198.211.113.243,keywordstuffed,,ObjectId(5a2a5e23e007d23be0ebdcbf),,,"GPS which stands for Global Positioning system is a satellite based navigation. GPS receivers are used for data collection and integration in GIS (Geographic Information System). The technology behind GPS based on satellites which broadcasts microwaves signals to the receivers on earth. GPS quality is measured by it precision and accuracy. we conducted a competition in order to compare few GPS receivers of 5 systems- Trimble ProxXR, two versions of Trimble GeoXT, Trimble GeoExploror and HP/Pharos receiver. We wanted to check which system is the must accurate and the GeoXT won it with impressive performanceof sub meter accuracy.",gps,,3EQ02Q
1551393187,1/18/2018 10:09:31,false,3278151515,,1/18/2018 10:08:16,false,elite,0.8571,29768955,GBR,H2,Lancaster,81.157.144.188,valid,,ObjectId(5a2a5e23e007d23be0ebdcc0),,,"We offer the best hotels in Manhattan, New York. our hotels close to the most famous sport arena in the world-the Madison Square Garden (The home court of NY knocks, NY Rangers and more). Our hotels prices are cheapest comparing to their value and all of them come with great service. We can you tour the special places in New York like the Central Park, great bars and restaurants and even help you with the transportation across the city. After a long flight you don't want to spend your time on looking for an hotels. call us and you'll get our special New-Yorker hotel discount. ",newyork hotels,,3EQ02Q
1551393187,1/18/2018 10:10:03,false,3278153270,,1/18/2018 10:08:21,false,gifthunterclub,1.0,39557143,USA,VA,Manassas,207.244.90.66,keywordstuffed,,ObjectId(5a2a5e23e007d23be0ebdcc0),,,"We offer the best hotels in Manhattan, New York. our hotels close to the most famous sport arena in the world-the Madison Square Garden (The home court of NY knocks, NY Rangers and more). Our hotels prices are cheapest comparing to their value and all of them come with great service. We can you tour the special places in New York like the Central Park, great bars and restaurants and even help you with the transportation across the city. After a long flight you don't want to spend your time on looking for an hotels. call us and you'll get our special New-Yorker hotel discount. ",newyork hotels,,3EQ02Q
1551393187,1/18/2018 10:14:15,false,3278166573,,1/18/2018 10:13:03,false,elite,1.0,43699610,USA,NY,Rochester,216.126.193.15,valid,,ObjectId(5a2a5e23e007d23be0ebdcc0),,,"We offer the best hotels in Manhattan, New York. our hotels close to the most famous sport arena in the world-the Madison Square Garden (The home court of NY knocks, NY Rangers and more). Our hotels prices are cheapest comparing to their value and all of them come with great service. We can you tour the special places in New York like the Central Park, great bars and restaurants and even help you with the transportation across the city. After a long flight you don't want to spend your time on looking for an hotels. call us and you'll get our special New-Yorker hotel discount. ",newyork hotels,,3EQ02Q
1551393187,1/18/2018 10:14:17,false,3278166742,,1/18/2018 10:13:14,false,elite,1.0,44212408,USA,NY,New York,198.211.113.243,valid,,ObjectId(5a2a5e23e007d23be0ebdcc0),,,"We offer the best hotels in Manhattan, New York. our hotels close to the most famous sport arena in the world-the Madison Square Garden (The home court of NY knocks, NY Rangers and more). Our hotels prices are cheapest comparing to their value and all of them come with great service. We can you tour the special places in New York like the Central Park, great bars and restaurants and even help you with the transportation across the city. After a long flight you don't want to spend your time on looking for an hotels. call us and you'll get our special New-Yorker hotel discount. ",newyork hotels,,3EQ02Q
1551393187,1/18/2018 10:17:33,false,3278177398,,1/18/2018 10:13:07,false,bitcoinget,0.8571,44010437,USA,NY,New York,67.205.140.233,valid,,ObjectId(5a2a5e23e007d23be0ebdcc0),,,"We offer the best hotels in Manhattan, New York. our hotels close to the most famous sport arena in the world-the Madison Square Garden (The home court of NY knocks, NY Rangers and more). Our hotels prices are cheapest comparing to their value and all of them come with great service. We can you tour the special places in New York like the Central Park, great bars and restaurants and even help you with the transportation across the city. After a long flight you don't want to spend your time on looking for an hotels. call us and you'll get our special New-Yorker hotel discount. ",newyork hotels,,3EQ02Q
1551393188,1/18/2018 08:39:05,false,3277887815,,1/18/2018 08:37:42,false,instagc,1.0,22430315,USA,NM,Albuquerque,73.26.174.122,valid,,ObjectId(5a2a5e23e007d23be0ebdcc1),,,Want to quit smoking and throw all the cigarettes? Don't know how to get rid of the smoke smell? Worried about cancer? sounds like you need help. Quitting smoking is hard tough but if you really want to it you can use the next tip. Try to make a list of the pros and cons of being a smoker. According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making such a list can be efficient as it clarify the price you pay of being a smoker. It's never late to make an extreme change and drop the cigarettes. The awareness to all the things cigarettes and smoking make you loose can do really push you to end this circle. Be brave and tell your friends about the new goal and get their feedback.,quit smoking,,3EQ02Q
1551393188,1/18/2018 08:45:18,false,3277906655,,1/18/2018 08:44:16,false,elite,1.0,43680068,USA,NY,Rochester,216.126.193.15,valid,,ObjectId(5a2a5e23e007d23be0ebdcc1),,,Want to quit smoking and throw all the cigarettes? Don't know how to get rid of the smoke smell? Worried about cancer? sounds like you need help. Quitting smoking is hard tough but if you really want to it you can use the next tip. Try to make a list of the pros and cons of being a smoker. According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making such a list can be efficient as it clarify the price you pay of being a smoker. It's never late to make an extreme change and drop the cigarettes. The awareness to all the things cigarettes and smoking make you loose can do really push you to end this circle. Be brave and tell your friends about the new goal and get their feedback.,quit smoking,,3EQ02Q
1551393188,1/18/2018 08:53:36,false,3277931424,,1/18/2018 08:52:30,false,elite,1.0,43682730,USA,NY,Rochester,216.126.193.15,valid,,ObjectId(5a2a5e23e007d23be0ebdcc1),,,Want to quit smoking and throw all the cigarettes? Don't know how to get rid of the smoke smell? Worried about cancer? sounds like you need help. Quitting smoking is hard tough but if you really want to it you can use the next tip. Try to make a list of the pros and cons of being a smoker. According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making such a list can be efficient as it clarify the price you pay of being a smoker. It's never late to make an extreme change and drop the cigarettes. The awareness to all the things cigarettes and smoking make you loose can do really push you to end this circle. Be brave and tell your friends about the new goal and get their feedback.,quit smoking,,3EQ02Q
1551393188,1/18/2018 09:03:40,false,3277965563,,1/18/2018 09:01:15,false,elite,0.8571,44212302,USA,NY,New York,198.211.113.243,valid,,ObjectId(5a2a5e23e007d23be0ebdcc1),,,Want to quit smoking and throw all the cigarettes? Don't know how to get rid of the smoke smell? Worried about cancer? sounds like you need help. Quitting smoking is hard tough but if you really want to it you can use the next tip. Try to make a list of the pros and cons of being a smoker. According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making such a list can be efficient as it clarify the price you pay of being a smoker. It's never late to make an extreme change and drop the cigarettes. The awareness to all the things cigarettes and smoking make you loose can do really push you to end this circle. Be brave and tell your friends about the new goal and get their feedback.,quit smoking,,3EQ02Q
1551393188,1/18/2018 09:34:39,false,3278050515,,1/18/2018 09:22:32,false,elite,1.0,43695379,USA,NY,Rochester,216.126.193.15,valid,,ObjectId(5a2a5e23e007d23be0ebdcc1),,,Want to quit smoking and throw all the cigarettes? Don't know how to get rid of the smoke smell? Worried about cancer? sounds like you need help. Quitting smoking is hard tough but if you really want to it you can use the next tip. Try to make a list of the pros and cons of being a smoker. According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making such a list can be efficient as it clarify the price you pay of being a smoker. It's never late to make an extreme change and drop the cigarettes. The awareness to all the things cigarettes and smoking make you loose can do really push you to end this circle. Be brave and tell your friends about the new goal and get their feedback.,quit smoking,,3EQ02Q
1551393189,1/18/2018 10:09:31,false,3278151510,,1/18/2018 10:08:16,false,elite,0.8571,29768955,GBR,H2,Lancaster,81.157.144.188,valid,,ObjectId(5a2a5e23e007d23be0ebdcc4),,,"When it comes to automotive recycling there's only one name you need to remember: Veldman. Specializing in used auto and truck parts, Veldman's Auto Parts, Inc. houses over 3000 cars on 22 acres. To find the part you need quickly and easily you can come visit our clean storage facility, call one of our friendly sales staff, or peruse our online parts searches. Working closely with other salvage yards, repair shops, insurance companies, as well as many retail outlets, Veldman ensures that it will be a one stop shop where you'll find exactly the part you need, new or used. All purchases include a 90--day no hassle parts warranty; we also offer lifetime parts and labor warranty options. At Veldman's Auto Parts we strive to ensure our customers are completely satisfied through competitive pricing, superior service, and guaranteed reliability.",car parts,,41S8KU
1551393189,1/18/2018 10:10:03,false,3278153257,,1/18/2018 10:08:21,false,gifthunterclub,1.0,39557143,USA,VA,Manassas,207.244.90.66,keywordstuffed,,ObjectId(5a2a5e23e007d23be0ebdcc4),,,"When it comes to automotive recycling there's only one name you need to remember: Veldman. Specializing in used auto and truck parts, Veldman's Auto Parts, Inc. houses over 3000 cars on 22 acres. To find the part you need quickly and easily you can come visit our clean storage facility, call one of our friendly sales staff, or peruse our online parts searches. Working closely with other salvage yards, repair shops, insurance companies, as well as many retail outlets, Veldman ensures that it will be a one stop shop where you'll find exactly the part you need, new or used. All purchases include a 90--day no hassle parts warranty; we also offer lifetime parts and labor warranty options. At Veldman's Auto Parts we strive to ensure our customers are completely satisfied through competitive pricing, superior service, and guaranteed reliability.",car parts,,41S8KU
1551393189,1/18/2018 10:14:15,false,3278166579,,1/18/2018 10:13:03,false,elite,1.0,43699610,USA,NY,Rochester,216.126.193.15,valid,,ObjectId(5a2a5e23e007d23be0ebdcc4),,,"When it comes to automotive recycling there's only one name you need to remember: Veldman. Specializing in used auto and truck parts, Veldman's Auto Parts, Inc. houses over 3000 cars on 22 acres. To find the part you need quickly and easily you can come visit our clean storage facility, call one of our friendly sales staff, or peruse our online parts searches. Working closely with other salvage yards, repair shops, insurance companies, as well as many retail outlets, Veldman ensures that it will be a one stop shop where you'll find exactly the part you need, new or used. All purchases include a 90--day no hassle parts warranty; we also offer lifetime parts and labor warranty options. At Veldman's Auto Parts we strive to ensure our customers are completely satisfied through competitive pricing, superior service, and guaranteed reliability.",car parts,,41S8KU
1551393189,1/18/2018 10:14:17,false,3278166765,,1/18/2018 10:13:14,false,elite,1.0,44212408,USA,NY,New York,198.211.113.243,valid,,ObjectId(5a2a5e23e007d23be0ebdcc4),,,"When it comes to automotive recycling there's only one name you need to remember: Veldman. Specializing in used auto and truck parts, Veldman's Auto Parts, Inc. houses over 3000 cars on 22 acres. To find the part you need quickly and easily you can come visit our clean storage facility, call one of our friendly sales staff, or peruse our online parts searches. Working closely with other salvage yards, repair shops, insurance companies, as well as many retail outlets, Veldman ensures that it will be a one stop shop where you'll find exactly the part you need, new or used. All purchases include a 90--day no hassle parts warranty; we also offer lifetime parts and labor warranty options. At Veldman's Auto Parts we strive to ensure our customers are completely satisfied through competitive pricing, superior service, and guaranteed reliability.",car parts,,41S8KU
1551393189,1/18/2018 10:17:33,false,3278177404,,1/18/2018 10:13:07,false,bitcoinget,0.8571,44010437,USA,NY,New York,67.205.140.233,valid,,ObjectId(5a2a5e23e007d23be0ebdcc4),,,"When it comes to automotive recycling there's only one name you need to remember: Veldman. Specializing in used auto and truck parts, Veldman's Auto Parts, Inc. houses over 3000 cars on 22 acres. To find the part you need quickly and easily you can come visit our clean storage facility, call one of our friendly sales staff, or peruse our online parts searches. Working closely with other salvage yards, repair shops, insurance companies, as well as many retail outlets, Veldman ensures that it will be a one stop shop where you'll find exactly the part you need, new or used. All purchases include a 90--day no hassle parts warranty; we also offer lifetime parts and labor warranty options. At Veldman's Auto Parts we strive to ensure our customers are completely satisfied through competitive pricing, superior service, and guaranteed reliability.",car parts,,41S8KU
1551393190,1/18/2018 09:31:20,false,3278041823,,1/18/2018 09:30:32,false,clixsense,1.0,43322093,USA,MN,Wadena,24.240.77.61,valid,,ObjectId(5a2a5e23e007d23be0ebdcc7),,,"Want to quit smoking? Want to throw all your cigarettes? Do you must get rid of the smell and not to worry about cancer? Quitting smoking is not an easy task and it sounds like you need some help. The next tip for quitting smoking is for you! According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making an honest list of all the things you like and dislike about smoking can be efficient as it clarifies the price you pay of being a smoker. draw a line down the center of the list between the good parts and the bad parts, and when the negative side outweighs the positive side, you are ready to quit smoking! It's never too late to make an extreme change in your life! Just drop the cigarettes, get rid of the smell, and live a healthier life. Quit smoking.",quit smoking,,3AP15F
1551393190,1/18/2018 09:35:45,false,3278053600,,1/18/2018 09:34:43,false,elite,1.0,43695379,USA,NY,Rochester,216.126.193.15,valid,,ObjectId(5a2a5e23e007d23be0ebdcc7),,,"Want to quit smoking? Want to throw all your cigarettes? Do you must get rid of the smell and not to worry about cancer? Quitting smoking is not an easy task and it sounds like you need some help. The next tip for quitting smoking is for you! According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making an honest list of all the things you like and dislike about smoking can be efficient as it clarifies the price you pay of being a smoker. draw a line down the center of the list between the good parts and the bad parts, and when the negative side outweighs the positive side, you are ready to quit smoking! It's never too late to make an extreme change in your life! Just drop the cigarettes, get rid of the smell, and live a healthier life. Quit smoking.",quit smoking,,3AP15F
1551393190,1/18/2018 09:47:06,false,3278083809,,1/18/2018 09:46:16,false,wannads,1.0,44176319,USA,FL,Hollywood,73.46.78.96,valid,,ObjectId(5a2a5e23e007d23be0ebdcc7),,,"Want to quit smoking? Want to throw all your cigarettes? Do you must get rid of the smell and not to worry about cancer? Quitting smoking is not an easy task and it sounds like you need some help. The next tip for quitting smoking is for you! According to a research that was made in the Clinical Psychiatric Research Center at George Washington University making an honest list of all the things you like and dislike about smoking can be efficient as it clarifies the price you pay of being a smoker. draw a line down the center of the list between the good parts and the bad parts, and when the negative side outweighs the positive side, you are ready to quit smoking! It's never too late to make an extreme change in your life! Just drop the cigarettes, get rid of the smell, and live a healthier life. Quit smoking.",quit smoking,,3AP15F
