_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,this_document_is,orig__golden,orig__id,check_one_gold,check_one_gold_reason,posted_document,query,this_document_is_gold,username
1444725744,11/9/2017 7:38,FALSE,3012975782,,11/9/2017 7:37,FALSE,prodege,1,34016083,USA,PA,Carnegie,73.183.33.88,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f87),,,"Want to play poker? It doesn't happen only at a casino in Las Vegas. You can also win in another type of tournaments, tournaments in the virtual universe. You can be all-in without fearing. You get virtual chips but your profit is real money. The tournament consists of several internal competitions between the players. On each round there is a buy-in, not exclusively at the grand opening of the tournament. Eventually it pay off because you can fold at any point without getting a fee. It depends on how you play the cards you were dealt! You can reach the top and enjoy the unique feeling of a virtual poker tournament.
",poker tournaments,,CZ70FS
1444725744,11/9/2017 7:38,FALSE,3012975932,,11/9/2017 7:36,FALSE,bitcoinget,1,43942953,USA,CA,Los Angeles,107.181.168.79,valid,,ObjectId(59f97bcde007d239e50a4f87),,,"Want to play poker? It doesn't happen only at a casino in Las Vegas. You can also win in another type of tournaments, tournaments in the virtual universe. You can be all-in without fearing. You get virtual chips but your profit is real money. The tournament consists of several internal competitions between the players. On each round there is a buy-in, not exclusively at the grand opening of the tournament. Eventually it pay off because you can fold at any point without getting a fee. It depends on how you play the cards you were dealt! You can reach the top and enjoy the unique feeling of a virtual poker tournament.
",poker tournaments,,CZ70FS
1444725745,11/9/2017 11:44,FALSE,3013461808,,11/9/2017 11:43,FALSE,elite,1,43943173,USA,CA,San Jose,68.68.96.20,useless,,ObjectId(59f97bcde007d239e50a4f88),,,"SAT means Scholastic Assessment Test. What does it assess? Your aptitude and your skills. Every person that takes the SAT aspires to get a high score. The SAT is a measurement to evaluate the success of a person in dealing with the academy and with life afterwards.
Universities and colleges all over the world believe that this is a reasoning test and therefore base the admission of students to their establishments on it. Education is an integral part of life in our society nowadays, that's why being excellent on the SAT is important. These exams provide a path to opportunities, financial support, and scholarships, in a way that's fair to all students. 
Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year, in order to improve, arrive better prepared and obtain the best result.",sat,,CZ70FS
1444725745,11/9/2017 11:47,FALSE,3013470581,,11/9/2017 11:46,FALSE,neodev,1,44022178,USA,CA,San Jose,68.68.96.20,useless,,ObjectId(59f97bcde007d239e50a4f88),,,"SAT means Scholastic Assessment Test. What does it assess? Your aptitude and your skills. Every person that takes the SAT aspires to get a high score. The SAT is a measurement to evaluate the success of a person in dealing with the academy and with life afterwards.
Universities and colleges all over the world believe that this is a reasoning test and therefore base the admission of students to their establishments on it. Education is an integral part of life in our society nowadays, that's why being excellent on the SAT is important. These exams provide a path to opportunities, financial support, and scholarships, in a way that's fair to all students. 
Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year, in order to improve, arrive better prepared and obtain the best result.",sat,,CZ70FS
1444725745,11/9/2017 11:56,FALSE,3013496705,,11/9/2017 11:50,FALSE,elite,1,41502611,USA,CA,Santa Clara,138.197.221.114,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f88),,,"SAT means Scholastic Assessment Test. What does it assess? Your aptitude and your skills. Every person that takes the SAT aspires to get a high score. The SAT is a measurement to evaluate the success of a person in dealing with the academy and with life afterwards.
Universities and colleges all over the world believe that this is a reasoning test and therefore base the admission of students to their establishments on it. Education is an integral part of life in our society nowadays, that's why being excellent on the SAT is important. These exams provide a path to opportunities, financial support, and scholarships, in a way that's fair to all students. 
Most students take the SAT for the first time during the spring of their junior year and a second time during the fall of their senior year, in order to improve, arrive better prepared and obtain the best result.",sat,,CZ70FS
1444725746,11/9/2017 8:02,FALSE,3013012184,,11/9/2017 8:01,FALSE,elite,1,43883861,GBR,H9,London,78.149.117.17,valid,,ObjectId(59f97bcde007d239e50a4f89),,,"Looking for Internet service on the cheap? There are many factors to consider when it comes to Internet services: speed, a modem and a router that are modified to have an easier access at home. On top of all those factors, there's a significant one - the cost. We would like to get a low-priced service. A website such as Allconnect can help us find a provider that answers those qualifications as best as possible. Nowadays, finding an Internet service that is fast, available and practically free is very rare. Internet service is common and required at all times which turned it to a necessity that needs to be paid for. We hope to minimize that cost in our life.  
",cheap internet,,CZ70FS
1444725746,11/9/2017 8:18,FALSE,3013037810,,11/9/2017 8:14,FALSE,clixsense,1,43984981,USA,CO,Colorado Springs,75.163.157.158,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f89),,,"Looking for Internet service on the cheap? There are many factors to consider when it comes to Internet services: speed, a modem and a router that are modified to have an easier access at home. On top of all those factors, there's a significant one - the cost. We would like to get a low-priced service. A website such as Allconnect can help us find a provider that answers those qualifications as best as possible. Nowadays, finding an Internet service that is fast, available and practically free is very rare. Internet service is common and required at all times which turned it to a necessity that needs to be paid for. We hope to minimize that cost in our life.  
",cheap internet,,CZ70FS
1444725746,11/9/2017 8:50,FALSE,3013092043,,11/9/2017 8:48,FALSE,bitcoinget,1,43639306,USA,NY,New York,192.241.246.160,valid,,ObjectId(59f97bcde007d239e50a4f89),,,"Looking for Internet service on the cheap? There are many factors to consider when it comes to Internet services: speed, a modem and a router that are modified to have an easier access at home. On top of all those factors, there's a significant one - the cost. We would like to get a low-priced service. A website such as Allconnect can help us find a provider that answers those qualifications as best as possible. Nowadays, finding an Internet service that is fast, available and practically free is very rare. Internet service is common and required at all times which turned it to a necessity that needs to be paid for. We hope to minimize that cost in our life.  
",cheap internet,,CZ70FS
1444725747,11/9/2017 7:49,FALSE,3012992192,,11/9/2017 7:48,FALSE,instagc,1,21088425,USA,MI,Utica,73.144.184.81,valid,,ObjectId(59f97bcde007d239e50a4f8a),,,"
No matter what your budget, a chic, high-end wedding can be yours without sacrificing a single iota of style.
Guest List: Invite 100 guests instead of 150 (save on everything). Do the math: If your wedding comes to $100 per person for food and drink, cutting your list from 150 to 100 saves $5,000.
Wedding Style: The less formal the affair, the more affordable. Instead of a sit-down dinner, go for a casual brunch or barbecue. Get rental cars in lieu of limos.
Wedding Invitations: Keep the wedding invitations simple. Remember, top-quality paper, fancy typography techniques and custom-colored inks increase the price, as do decorative envelope linings and multiple enclosures. Choose one fabulous element and keep all the rest simple. Use response postcards or make save-the-date cards yourself. To keep postage costs down, stay away from oversize or overweight styles.
",wedding budget calculator,,TBWIAI
1444725747,11/9/2017 7:54,FALSE,3012999630,,11/9/2017 7:53,FALSE,content_runner,1,44033305,USA,IL,Chicago,216.104.36.236,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f8a),,,"
No matter what your budget, a chic, high-end wedding can be yours without sacrificing a single iota of style.
Guest List: Invite 100 guests instead of 150 (save on everything). Do the math: If your wedding comes to $100 per person for food and drink, cutting your list from 150 to 100 saves $5,000.
Wedding Style: The less formal the affair, the more affordable. Instead of a sit-down dinner, go for a casual brunch or barbecue. Get rental cars in lieu of limos.
Wedding Invitations: Keep the wedding invitations simple. Remember, top-quality paper, fancy typography techniques and custom-colored inks increase the price, as do decorative envelope linings and multiple enclosures. Choose one fabulous element and keep all the rest simple. Use response postcards or make save-the-date cards yourself. To keep postage costs down, stay away from oversize or overweight styles.
",wedding budget calculator,,TBWIAI
1444725747,11/9/2017 7:58,FALSE,3013006479,,11/9/2017 7:58,FALSE,content_runner,1,44030599,USA,IL,Chicago,216.104.36.236,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f8a),,,"
No matter what your budget, a chic, high-end wedding can be yours without sacrificing a single iota of style.
Guest List: Invite 100 guests instead of 150 (save on everything). Do the math: If your wedding comes to $100 per person for food and drink, cutting your list from 150 to 100 saves $5,000.
Wedding Style: The less formal the affair, the more affordable. Instead of a sit-down dinner, go for a casual brunch or barbecue. Get rental cars in lieu of limos.
Wedding Invitations: Keep the wedding invitations simple. Remember, top-quality paper, fancy typography techniques and custom-colored inks increase the price, as do decorative envelope linings and multiple enclosures. Choose one fabulous element and keep all the rest simple. Use response postcards or make save-the-date cards yourself. To keep postage costs down, stay away from oversize or overweight styles.
",wedding budget calculator,,TBWIAI
1444725748,11/9/2017 9:55,FALSE,3013215538,,11/9/2017 9:54,FALSE,bitcoinget,1,43891892,USA,NY,New York,192.241.246.160,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f8b),,,"
BlueHost built its Web hosting management interface around the cPanel control panel, a truly ugly and utilitarian system that is nonetheless the industry standard today. cPanel is designed for pros who know what they’re doing, and BlueHost offers little hand-holding if you need help getting started (although the company promises average tech support hold times of less than 30 seconds).
But what BlueHost lacks in friendliness it makes up for in exhaustiveness: With over 75 installation scripts at hand, you can point and click your way to building just about any kind of website--blog, wiki, e-commerce--without a lot of fuss. The service plan is unremarkable yet comprehensive and--the big draw for most BlueHost customers (including this writer)--cheap. Pro packages can reach $20 a month, but most customers squeak by on the less-than-$4-per-month basic plan.
",website design hosting,,TBWIAI
1444725748,11/9/2017 10:00,FALSE,3013227490,,11/9/2017 9:59,FALSE,clixsense,1,24835873,GBR,I2,Manchester,79.76.115.68,valid,,ObjectId(59f97bcde007d239e50a4f8b),,,"
BlueHost built its Web hosting management interface around the cPanel control panel, a truly ugly and utilitarian system that is nonetheless the industry standard today. cPanel is designed for pros who know what they’re doing, and BlueHost offers little hand-holding if you need help getting started (although the company promises average tech support hold times of less than 30 seconds).
But what BlueHost lacks in friendliness it makes up for in exhaustiveness: With over 75 installation scripts at hand, you can point and click your way to building just about any kind of website--blog, wiki, e-commerce--without a lot of fuss. The service plan is unremarkable yet comprehensive and--the big draw for most BlueHost customers (including this writer)--cheap. Pro packages can reach $20 a month, but most customers squeak by on the less-than-$4-per-month basic plan.
",website design hosting,,TBWIAI
1444725748,11/9/2017 10:20,FALSE,3013262362,,11/9/2017 10:20,FALSE,gifthunterclub,1,43999669,CAN,BC,Vancouver,159.89.143.56,valid,,ObjectId(59f97bcde007d239e50a4f8b),,,"
BlueHost built its Web hosting management interface around the cPanel control panel, a truly ugly and utilitarian system that is nonetheless the industry standard today. cPanel is designed for pros who know what they’re doing, and BlueHost offers little hand-holding if you need help getting started (although the company promises average tech support hold times of less than 30 seconds).
But what BlueHost lacks in friendliness it makes up for in exhaustiveness: With over 75 installation scripts at hand, you can point and click your way to building just about any kind of website--blog, wiki, e-commerce--without a lot of fuss. The service plan is unremarkable yet comprehensive and--the big draw for most BlueHost customers (including this writer)--cheap. Pro packages can reach $20 a month, but most customers squeak by on the less-than-$4-per-month basic plan.
",website design hosting,,TBWIAI
1444725749,11/9/2017 8:58,FALSE,3013105269,,11/9/2017 8:54,FALSE,prodege,1,21365846,AUS,5,Kidman Park,101.166.197.118,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f8c),,,"
The biggest wireless carrier in United States, Verizon Wireless operates a robust and far-reaching 4G LTE network and a strong lineup of smartphones, feature phones, and basic handsets. A joint venture between Verizon Communications and Vodafone, Verizon Wireless was formed in 2000 through a merger between GTE Wireless and Bell Atlantic.
Things you should know about Verizon Wireless:
Verizon has a ""Share Everything"" plan that includes unlimited and text and voice calls for multiple devices plus a monthly allotment of data use (single lines plans are available, as well). The monthly price increases based on the number and type of devices you add to the plan and the amount of data that you elect to use.
As a CDMA carrier, Verizon's international coverage is limited to a handful of countries, but it offers dual-mode CDMA/GSM handsets.
Verizon offers prepaid plans.
Verizon announced Edge, its early upgrade program. 
",cell phones,,TBWIAI
1444725749,11/9/2017 9:19,FALSE,3013139833,,11/9/2017 9:18,FALSE,clixsense,1,24104564,AUS,2,Hamilton,14.200.253.93,valid,,ObjectId(59f97bcde007d239e50a4f8c),,,"
The biggest wireless carrier in United States, Verizon Wireless operates a robust and far-reaching 4G LTE network and a strong lineup of smartphones, feature phones, and basic handsets. A joint venture between Verizon Communications and Vodafone, Verizon Wireless was formed in 2000 through a merger between GTE Wireless and Bell Atlantic.
Things you should know about Verizon Wireless:
Verizon has a ""Share Everything"" plan that includes unlimited and text and voice calls for multiple devices plus a monthly allotment of data use (single lines plans are available, as well). The monthly price increases based on the number and type of devices you add to the plan and the amount of data that you elect to use.
As a CDMA carrier, Verizon's international coverage is limited to a handful of countries, but it offers dual-mode CDMA/GSM handsets.
Verizon offers prepaid plans.
Verizon announced Edge, its early upgrade program. 
",cell phones,,TBWIAI
1444725749,11/9/2017 9:22,FALSE,3013145605,,11/9/2017 9:19,FALSE,elite,1,41970037,USA,WA,Lake Stevens,73.53.118.251,valid,,ObjectId(59f97bcde007d239e50a4f8c),,,"
The biggest wireless carrier in United States, Verizon Wireless operates a robust and far-reaching 4G LTE network and a strong lineup of smartphones, feature phones, and basic handsets. A joint venture between Verizon Communications and Vodafone, Verizon Wireless was formed in 2000 through a merger between GTE Wireless and Bell Atlantic.
Things you should know about Verizon Wireless:
Verizon has a ""Share Everything"" plan that includes unlimited and text and voice calls for multiple devices plus a monthly allotment of data use (single lines plans are available, as well). The monthly price increases based on the number and type of devices you add to the plan and the amount of data that you elect to use.
As a CDMA carrier, Verizon's international coverage is limited to a handful of countries, but it offers dual-mode CDMA/GSM handsets.
Verizon offers prepaid plans.
Verizon announced Edge, its early upgrade program. 
",cell phones,,TBWIAI
1444725750,11/9/2017 9:55,FALSE,3013215548,,11/9/2017 9:54,FALSE,bitcoinget,1,43891892,USA,NY,New York,192.241.246.160,keywordstuffed,,ObjectId(59f97bcde007d239e50a4f8d),,,"
BlueHost built its Web hosting management interface around the cPanel control panel, a truly ugly and utilitarian system that is nonetheless the industry standard today. cPanel is designed for pros who know what they’re doing, and BlueHost offers little hand-holding if you need help getting started (although the company promises average tech support hold times of less than 30 seconds).
But what BlueHost lacks in friendliness it makes up for in exhaustiveness: With over 75 installation scripts at hand, you can point and click your way to building just about any kind of website--blog, wiki, e-commerce--without a lot of fuss. The service plan is unremarkable yet comprehensive and--the big draw for most BlueHost customers (including this writer)--cheap. Pro packages can reach $20 a month, but most customers squeak by on the less-than-$4-per-month basic plan.
",website design hosting,,XRN1VX
1444725750,11/9/2017 10:00,FALSE,3013227471,,11/9/2017 9:59,FALSE,clixsense,1,24835873,GBR,I2,Manchester,79.76.115.68,valid,,ObjectId(59f97bcde007d239e50a4f8d),,,"
BlueHost built its Web hosting management interface around the cPanel control panel, a truly ugly and utilitarian system that is nonetheless the industry standard today. cPanel is designed for pros who know what they’re doing, and BlueHost offers little hand-holding if you need help getting started (although the company promises average tech support hold times of less than 30 seconds).
But what BlueHost lacks in friendliness it makes up for in exhaustiveness: With over 75 installation scripts at hand, you can point and click your way to building just about any kind of website--blog, wiki, e-commerce--without a lot of fuss. The service plan is unremarkable yet comprehensive and--the big draw for most BlueHost customers (including this writer)--cheap. Pro packages can reach $20 a month, but most customers squeak by on the less-than-$4-per-month basic plan.
",website design hosting,,XRN1VX
1444725750,11/9/2017 10:20,FALSE,3013262359,,11/9/2017 10:20,FALSE,gifthunterclub,1,43999669,CAN,BC,Vancouver,159.89.143.56,valid,,ObjectId(59f97bcde007d239e50a4f8d),,,"
BlueHost built its Web hosting management interface around the cPanel control panel, a truly ugly and utilitarian system that is nonetheless the industry standard today. cPanel is designed for pros who know what they’re doing, and BlueHost offers little hand-holding if you need help getting started (although the company promises average tech support hold times of less than 30 seconds).
But what BlueHost lacks in friendliness it makes up for in exhaustiveness: With over 75 installation scripts at hand, you can point and click your way to building just about any kind of website--blog, wiki, e-commerce--without a lot of fuss. The service plan is unremarkable yet comprehensive and--the big draw for most BlueHost customers (including this writer)--cheap. Pro packages can reach $20 a month, but most customers squeak by on the less-than-$4-per-month basic plan.
",website design hosting,,XRN1VX
1444725751,11/9/2017 9:28,FALSE,3013158867,,11/9/2017 9:27,FALSE,clixsense,1,22500775,GBR,C5,Wilmslow,213.107.159.182,valid,,ObjectId(59f97bcde007d239e50a4f8e),,,"
Unless you buy one of the sleek, new one-piece models, you'll have to buy both a bowl and a tank. They'll come in two separate boxes. Have a Lowe's customer service associate help you ensure the two components match. Almost any tank you purchase will come with the flush-valve assembly already installed, but it never hurts to check this as well. In addition, you'll need new closet bolts, a wax gasket, and a toilet seat if these aren't included. There are complete kits that include the tank, bowl, wax ring and a hardware kit.
If you plan to replace the supply line, the flexible ones encased in stainless-steel mesh are strong, attractive, and very convenient. Less expensive plastic supply lines are also available if cost is a concern and your local codes allow them.
",toilet,,XRN1VX
1444725751,11/9/2017 9:35,FALSE,3013171537,,11/9/2017 9:32,FALSE,neodev,1,44028272,USA,NJ,Edison,196.53.42.112,valid,,ObjectId(59f97bcde007d239e50a4f8e),,,"
Unless you buy one of the sleek, new one-piece models, you'll have to buy both a bowl and a tank. They'll come in two separate boxes. Have a Lowe's customer service associate help you ensure the two components match. Almost any tank you purchase will come with the flush-valve assembly already installed, but it never hurts to check this as well. In addition, you'll need new closet bolts, a wax gasket, and a toilet seat if these aren't included. There are complete kits that include the tank, bowl, wax ring and a hardware kit.
If you plan to replace the supply line, the flexible ones encased in stainless-steel mesh are strong, attractive, and very convenient. Less expensive plastic supply lines are also available if cost is a concern and your local codes allow them.
",toilet,,XRN1VX
1444725751,11/9/2017 9:36,FALSE,3013173211,,11/9/2017 9:34,FALSE,neodev,1,43987732,USA,NJ,Edison,196.53.42.112,valid,,ObjectId(59f97bcde007d239e50a4f8e),,,"
Unless you buy one of the sleek, new one-piece models, you'll have to buy both a bowl and a tank. They'll come in two separate boxes. Have a Lowe's customer service associate help you ensure the two components match. Almost any tank you purchase will come with the flush-valve assembly already installed, but it never hurts to check this as well. In addition, you'll need new closet bolts, a wax gasket, and a toilet seat if these aren't included. There are complete kits that include the tank, bowl, wax ring and a hardware kit.
If you plan to replace the supply line, the flexible ones encased in stainless-steel mesh are strong, attractive, and very convenient. Less expensive plastic supply lines are also available if cost is a concern and your local codes allow them.
",toilet,,XRN1VX
1444725752,11/9/2017 8:01,FALSE,3013010617,,11/9/2017 8:00,FALSE,elite,1,43883861,GBR,H9,London,78.149.117.17,valid,,ObjectId(59f97bcde007d239e50a4f8f),,,"
This paper compares the precision and accuracy of five current global positioning system (GPS) receivers—Trimble ProXR, Trimble GeoXT without WAAS, Trimble GeoXT with WAAS, Trimble GeoExplorer II, and an HP/Pharos receiver. Each of these receivers, along with other similar units, are 
frequently used today for data collection and integration within a geographic information system (GIS).  
To compare receivers, we conducted a field study of 15 established survey markers in the City of Pocatello, Idaho. The points were observed on ten different dates with equivalent settings (e.g., averaging and acceptable point dilution of precision—PDOP). Overall, the results indicate that the GeoXT is well suited where sub-meter accuracy is required while the Pharos receiver is a viable alternative for applications with accuracy requirements of +/- 10m and more
",gps,,XRN1VX
1444725752,11/9/2017 8:02,FALSE,3013011660,,11/9/2017 8:01,FALSE,content_runner,1,44028699,USA,IL,Chicago,216.104.36.236,useless,,ObjectId(59f97bcde007d239e50a4f8f),,,"
This paper compares the precision and accuracy of five current global positioning system (GPS) receivers—Trimble ProXR, Trimble GeoXT without WAAS, Trimble GeoXT with WAAS, Trimble GeoExplorer II, and an HP/Pharos receiver. Each of these receivers, along with other similar units, are 
frequently used today for data collection and integration within a geographic information system (GIS).  
To compare receivers, we conducted a field study of 15 established survey markers in the City of Pocatello, Idaho. The points were observed on ten different dates with equivalent settings (e.g., averaging and acceptable point dilution of precision—PDOP). Overall, the results indicate that the GeoXT is well suited where sub-meter accuracy is required while the Pharos receiver is a viable alternative for applications with accuracy requirements of +/- 10m and more
",gps,,XRN1VX
